"0","1","TARGET_FLAG","TARGET_AMT"
0.848252658165674,0.151747341834326,"0",6567.32931580463
0.810296742249833,0.189703257750167,"0",6605.57687690291
0.886017389607975,0.113982610392025,"0",4447.4072724703
0.729464788296333,0.270535211703667,"0",4419.06931583118
0.855273459931991,0.144726540068009,"0",6444.31176598401
0.787608563028285,0.212391436971715,"0",6910.03067207679
0.579347149431846,0.420652850568154,"0",5467.80027332112
0.620372529183405,0.379627470816595,"0",7218.94565923067
0.960505278338043,0.0394947216619573,"0",6972.58757927757
0.819478031688722,0.180521968311278,"0",8502.63338903531
0.977723846894949,0.0222761531050512,"0",6696.15531001311
0.429488905735882,0.570511094264118,"1",5409.20520268226
0.138878007905573,0.861121992094427,"1",5242.94372542997
0.898521366138645,0.101478633861355,"0",4992.68971628522
0.96458360425671,0.0354163957432897,"0",5186.0005685023
0.373412510587208,0.626587489412792,"1",5650.58413713932
0.333425012409332,0.666574987590668,"1",4881.86164724763
0.81831518457659,0.18168481542341,"0",6285.07138131494
0.406896084809111,0.593103915190889,"1",4528.94126400807
0.526376745526516,0.473623254473484,"0",5184.57705846647
0.886916014652505,0.113083985347495,"0",6588.97017137594
0.670278950572662,0.329721049427338,"0",4866.65504739405
0.945639138644304,0.0543608613556958,"0",6589.96109996842
0.595850139502628,0.404149860497372,"0",5756.73511206208
0.638126185273822,0.361873814726178,"0",5235.1618512473
0.629557243828744,0.370442756171256,"0",5855.76519792088
0.544454238231721,0.455545761768279,"0",4911.14432137813
0.48714963489242,0.51285036510758,"1",6906.50141695823
0.940821731570767,0.059178268429233,"0",5932.17229306309
0.875141559959568,0.124858440040432,"0",5956.68105257719
0.87672786400652,0.12327213599348,"0",4299.44133156269
0.580583581129176,0.419416418870824,"0",6408.36831026842
0.913525475996443,0.0864745240035573,"0",5538.12027705673
0.807607373944146,0.192392626055854,"0",5771.94097980154
0.776354458851524,0.223645541148476,"0",5592.46167551984
0.956547510722533,0.0434524892774671,"0",7026.98943369998
0.828921709434777,0.171078290565223,"0",6904.65815116853
0.849392065863215,0.150607934136785,"0",6605.78508376172
0.902591355484639,0.0974086445153609,"0",4646.65815224904
0.44948608349514,0.55051391650486,"1",6277.89956185301
0.662865345277396,0.337134654722604,"0",4642.00670636172
0.417681589982761,0.582318410017239,"1",5726.77968338648
0.983651785123835,0.016348214876165,"0",5796.25911935125
0.470439321210795,0.529560678789205,"1",6854.75193040083
0.994966696719154,0.00503330328084641,"0",6443.99794517642
0.767935294735185,0.232064705264815,"0",4542.9421788282
0.94395859874422,0.0560414012557805,"0",5514.60208007804
0.60796624371256,0.39203375628744,"0",6195.82000379608
0.971206136759124,0.0287938632408755,"0",6992.71547859001
0.389495543395437,0.610504456604563,"1",4078.05431494492
0.861946656640837,0.138053343359163,"0",3938.82306895252
0.618812186708019,0.381187813291981,"0",7551.48335914081
0.21946601055012,0.78053398944988,"1",6243.77372369962
